id,ip,layer,mac,dpid
30_12_3,10.30.12.3,3,00:00:00:1e:0c:03,00000000001e0c03
30_12_2,10.30.12.2,3,00:00:00:1e:0c:02,00000000001e0c02
30_12_9,10.30.12.9,3,00:00:00:1e:0c:09,00000000001e0c09
30_12_8,10.30.12.8,3,00:00:00:1e:0c:08,00000000001e0c08
3_14_8,10.3.14.8,3,00:00:00:03:0e:08,0000000000030e08
3_14_9,10.3.14.9,3,00:00:00:03:0e:09,0000000000030e09
23_5_14,10.23.5.14,3,00:00:00:17:05:0e,000000000017050e
23_5_15,10.23.5.15,3,00:00:00:17:05:0f,000000000017050f
23_5_16,10.23.5.16,3,00:00:00:17:05:10,0000000000170510
23_5_17,10.23.5.17,3,00:00:00:17:05:11,0000000000170511
23_5_10,10.23.5.10,3,00:00:00:17:05:0a,000000000017050a
23_5_11,10.23.5.11,3,00:00:00:17:05:0b,000000000017050b
23_5_12,10.23.5.12,3,00:00:00:17:05:0c,000000000017050c
23_5_13,10.23.5.13,3,00:00:00:17:05:0d,000000000017050d
17_2_16,10.17.2.16,3,00:00:00:11:02:10,0000000000110210
17_2_17,10.17.2.17,3,00:00:00:11:02:11,0000000000110211
17_2_14,10.17.2.14,3,00:00:00:11:02:0e,000000000011020e
17_2_15,10.17.2.15,3,00:00:00:11:02:0f,000000000011020f
17_2_12,10.17.2.12,3,00:00:00:11:02:0c,000000000011020c
17_2_13,10.17.2.13,3,00:00:00:11:02:0d,000000000011020d
17_2_10,10.17.2.10,3,00:00:00:11:02:0a,000000000011020a
17_2_11,10.17.2.11,3,00:00:00:11:02:0b,000000000011020b
2_15_8,10.2.15.8,3,00:00:00:02:0f:08,0000000000020f08
2_15_9,10.2.15.9,3,00:00:00:02:0f:09,0000000000020f09
2_15_4,10.2.15.4,3,00:00:00:02:0f:04,0000000000020f04
2_15_5,10.2.15.5,3,00:00:00:02:0f:05,0000000000020f05
2_15_6,10.2.15.6,3,00:00:00:02:0f:06,0000000000020f06
2_15_7,10.2.15.7,3,00:00:00:02:0f:07,0000000000020f07
23_3_12,10.23.3.12,3,00:00:00:17:03:0c,000000000017030c
23_3_13,10.23.3.13,3,00:00:00:17:03:0d,000000000017030d
2_15_2,10.2.15.2,3,00:00:00:02:0f:02,0000000000020f02
2_15_3,10.2.15.3,3,00:00:00:02:0f:03,0000000000020f03
4_9_9,10.4.9.9,3,00:00:00:04:09:09,0000000000040909
4_10_13,10.4.10.13,3,00:00:00:04:0a:0d,0000000000040a0d
4_10_12,10.4.10.12,3,00:00:00:04:0a:0c,0000000000040a0c
4_10_11,10.4.10.11,3,00:00:00:04:0a:0b,0000000000040a0b
4_10_10,10.4.10.10,3,00:00:00:04:0a:0a,0000000000040a0a
4_10_17,10.4.10.17,3,00:00:00:04:0a:11,0000000000040a11
4_10_16,10.4.10.16,3,00:00:00:04:0a:10,0000000000040a10
4_10_15,10.4.10.15,3,00:00:00:04:0a:0f,0000000000040a0f
4_10_14,10.4.10.14,3,00:00:00:04:0a:0e,0000000000040a0e
23_1_10,10.23.1.10,3,00:00:00:17:01:0a,000000000017010a
23_1_11,10.23.1.11,3,00:00:00:17:01:0b,000000000017010b
23_1_12,10.23.1.12,3,00:00:00:17:01:0c,000000000017010c
23_1_13,10.23.1.13,3,00:00:00:17:01:0d,000000000017010d
23_1_14,10.23.1.14,3,00:00:00:17:01:0e,000000000017010e
23_1_15,10.23.1.15,3,00:00:00:17:01:0f,000000000017010f
23_1_16,10.23.1.16,3,00:00:00:17:01:10,0000000000170110
23_1_17,10.23.1.17,3,00:00:00:17:01:11,0000000000170111
31_10_6,10.31.10.6,3,00:00:00:1f:0a:06,00000000001f0a06
31_10_7,10.31.10.7,3,00:00:00:1f:0a:07,00000000001f0a07
31_10_4,10.31.10.4,3,00:00:00:1f:0a:04,00000000001f0a04
31_10_5,10.31.10.5,3,00:00:00:1f:0a:05,00000000001f0a05
6_9_14,10.6.9.14,3,00:00:00:06:09:0e,000000000006090e
6_9_15,10.6.9.15,3,00:00:00:06:09:0f,000000000006090f
6_9_16,10.6.9.16,3,00:00:00:06:09:10,0000000000060910
6_9_17,10.6.9.17,3,00:00:00:06:09:11,0000000000060911
6_9_10,10.6.9.10,3,00:00:00:06:09:0a,000000000006090a
6_9_11,10.6.9.11,3,00:00:00:06:09:0b,000000000006090b
6_9_12,10.6.9.12,3,00:00:00:06:09:0c,000000000006090c
6_9_13,10.6.9.13,3,00:00:00:06:09:0d,000000000006090d
30_5_17,10.30.5.17,3,00:00:00:1e:05:11,00000000001e0511
4_9_4,10.4.9.4,3,00:00:00:04:09:04,0000000000040904
4_9_5,10.4.9.5,3,00:00:00:04:09:05,0000000000040905
22_9_13,10.22.9.13,3,00:00:00:16:09:0d,000000000016090d
22_9_12,10.22.9.12,3,00:00:00:16:09:0c,000000000016090c
3_5_9,10.3.5.9,3,00:00:00:03:05:09,0000000000030509
3_5_8,10.3.5.8,3,00:00:00:03:05:08,0000000000030508
3_5_3,10.3.5.3,3,00:00:00:03:05:03,0000000000030503
3_5_2,10.3.5.2,3,00:00:00:03:05:02,0000000000030502
3_5_7,10.3.5.7,3,00:00:00:03:05:07,0000000000030507
3_5_6,10.3.5.6,3,00:00:00:03:05:06,0000000000030506
3_5_5,10.3.5.5,3,00:00:00:03:05:05,0000000000030505
3_5_4,10.3.5.4,3,00:00:00:03:05:04,0000000000030504
14_14_9,10.14.14.9,3,00:00:00:0e:0e:09,00000000000e0e09
14_14_8,10.14.14.8,3,00:00:00:0e:0e:08,00000000000e0e08
14_14_3,10.14.14.3,3,00:00:00:0e:0e:03,00000000000e0e03
14_14_2,10.14.14.2,3,00:00:00:0e:0e:02,00000000000e0e02
14_14_7,10.14.14.7,3,00:00:00:0e:0e:07,00000000000e0e07
14_14_6,10.14.14.6,3,00:00:00:0e:0e:06,00000000000e0e06
14_14_5,10.14.14.5,3,00:00:00:0e:0e:05,00000000000e0e05
14_14_4,10.14.14.4,3,00:00:00:0e:0e:04,00000000000e0e04
0_4_9,10.0.4.9,3,00:00:00:00:04:09,0000000000000409
0_4_8,10.0.4.8,3,00:00:00:00:04:08,0000000000000408
0_4_3,10.0.4.3,3,00:00:00:00:04:03,0000000000000403
0_4_2,10.0.4.2,3,00:00:00:00:04:02,0000000000000402
0_4_5,10.0.4.5,3,00:00:00:00:04:05,0000000000000405
0_4_4,10.0.4.4,3,00:00:00:00:04:04,0000000000000404
0_4_7,10.0.4.7,3,00:00:00:00:04:07,0000000000000407
0_4_6,10.0.4.6,3,00:00:00:00:04:06,0000000000000406
13_11_7,10.13.11.7,3,00:00:00:0d:0b:07,00000000000d0b07
13_11_6,10.13.11.6,3,00:00:00:0d:0b:06,00000000000d0b06
13_11_5,10.13.11.5,3,00:00:00:0d:0b:05,00000000000d0b05
13_11_4,10.13.11.4,3,00:00:00:0d:0b:04,00000000000d0b04
13_11_3,10.13.11.3,3,00:00:00:0d:0b:03,00000000000d0b03
13_11_2,10.13.11.2,3,00:00:00:0d:0b:02,00000000000d0b02
13_11_9,10.13.11.9,3,00:00:00:0d:0b:09,00000000000d0b09
13_11_8,10.13.11.8,3,00:00:00:0d:0b:08,00000000000d0b08
11_10_12,10.11.10.12,3,00:00:00:0b:0a:0c,00000000000b0a0c
11_10_13,10.11.10.13,3,00:00:00:0b:0a:0d,00000000000b0a0d
11_10_10,10.11.10.10,3,00:00:00:0b:0a:0a,00000000000b0a0a
11_10_11,10.11.10.11,3,00:00:00:0b:0a:0b,00000000000b0a0b
11_10_16,10.11.10.16,3,00:00:00:0b:0a:10,00000000000b0a10
11_10_17,10.11.10.17,3,00:00:00:0b:0a:11,00000000000b0a11
11_10_14,10.11.10.14,3,00:00:00:0b:0a:0e,00000000000b0a0e
11_10_15,10.11.10.15,3,00:00:00:0b:0a:0f,00000000000b0a0f
14_9_2,10.14.9.2,3,00:00:00:0e:09:02,00000000000e0902
17_2_7,10.17.2.7,3,00:00:00:11:02:07,0000000000110207
25_5_12,10.25.5.12,3,00:00:00:19:05:0c,000000000019050c
25_5_13,10.25.5.13,3,00:00:00:19:05:0d,000000000019050d
25_5_10,10.25.5.10,3,00:00:00:19:05:0a,000000000019050a
25_5_11,10.25.5.11,3,00:00:00:19:05:0b,000000000019050b
25_5_16,10.25.5.16,3,00:00:00:19:05:10,0000000000190510
25_5_17,10.25.5.17,3,00:00:00:19:05:11,0000000000190511
25_5_14,10.25.5.14,3,00:00:00:19:05:0e,000000000019050e
25_5_15,10.25.5.15,3,00:00:00:19:05:0f,000000000019050f
14_9_6,10.14.9.6,3,00:00:00:0e:09:06,00000000000e0906
14_9_7,10.14.9.7,3,00:00:00:0e:09:07,00000000000e0907
8_5_8,10.8.5.8,3,00:00:00:08:05:08,0000000000080508
8_5_9,10.8.5.9,3,00:00:00:08:05:09,0000000000080509
8_5_2,10.8.5.2,3,00:00:00:08:05:02,0000000000080502
8_5_3,10.8.5.3,3,00:00:00:08:05:03,0000000000080503
8_5_4,10.8.5.4,3,00:00:00:08:05:04,0000000000080504
8_5_5,10.8.5.5,3,00:00:00:08:05:05,0000000000080505
8_5_6,10.8.5.6,3,00:00:00:08:05:06,0000000000080506
8_5_7,10.8.5.7,3,00:00:00:08:05:07,0000000000080507
8_13_12,10.8.13.12,3,00:00:00:08:0d:0c,0000000000080d0c
11_13_9,10.11.13.9,3,00:00:00:0b:0d:09,00000000000b0d09
11_13_8,10.11.13.8,3,00:00:00:0b:0d:08,00000000000b0d08
6_11_16,10.6.11.16,3,00:00:00:06:0b:10,0000000000060b10
6_11_17,10.6.11.17,3,00:00:00:06:0b:11,0000000000060b11
6_11_14,10.6.11.14,3,00:00:00:06:0b:0e,0000000000060b0e
6_11_15,10.6.11.15,3,00:00:00:06:0b:0f,0000000000060b0f
6_11_12,10.6.11.12,3,00:00:00:06:0b:0c,0000000000060b0c
6_11_13,10.6.11.13,3,00:00:00:06:0b:0d,0000000000060b0d
6_11_10,10.6.11.10,3,00:00:00:06:0b:0a,0000000000060b0a
6_11_11,10.6.11.11,3,00:00:00:06:0b:0b,0000000000060b0b
8_13_11,10.8.13.11,3,00:00:00:08:0d:0b,0000000000080d0b
8_13_16,10.8.13.16,3,00:00:00:08:0d:10,0000000000080d10
8_13_17,10.8.13.17,3,00:00:00:08:0d:11,0000000000080d11
24_14_4,10.24.14.4,3,00:00:00:18:0e:04,0000000000180e04
24_14_5,10.24.14.5,3,00:00:00:18:0e:05,0000000000180e05
24_14_6,10.24.14.6,3,00:00:00:18:0e:06,0000000000180e06
24_14_7,10.24.14.7,3,00:00:00:18:0e:07,0000000000180e07
24_14_2,10.24.14.2,3,00:00:00:18:0e:02,0000000000180e02
24_14_3,10.24.14.3,3,00:00:00:18:0e:03,0000000000180e03
24_14_8,10.24.14.8,3,00:00:00:18:0e:08,0000000000180e08
24_14_9,10.24.14.9,3,00:00:00:18:0e:09,0000000000180e09
8_2_9,10.8.2.9,3,00:00:00:08:02:09,0000000000080209
8_2_8,10.8.2.8,3,00:00:00:08:02:08,0000000000080208
8_2_3,10.8.2.3,3,00:00:00:08:02:03,0000000000080203
8_2_2,10.8.2.2,3,00:00:00:08:02:02,0000000000080202
8_2_7,10.8.2.7,3,00:00:00:08:02:07,0000000000080207
8_2_6,10.8.2.6,3,00:00:00:08:02:06,0000000000080206
8_2_5,10.8.2.5,3,00:00:00:08:02:05,0000000000080205
8_2_4,10.8.2.4,3,00:00:00:08:02:04,0000000000080204
5_5_15,10.5.5.15,3,00:00:00:05:05:0f,000000000005050f
5_5_14,10.5.5.14,3,00:00:00:05:05:0e,000000000005050e
5_5_17,10.5.5.17,3,00:00:00:05:05:11,0000000000050511
5_5_16,10.5.5.16,3,00:00:00:05:05:10,0000000000050510
5_5_11,10.5.5.11,3,00:00:00:05:05:0b,000000000005050b
5_5_10,10.5.5.10,3,00:00:00:05:05:0a,000000000005050a
5_5_13,10.5.5.13,3,00:00:00:05:05:0d,000000000005050d
5_5_12,10.5.5.12,3,00:00:00:05:05:0c,000000000005050c
6_14_3,10.6.14.3,3,00:00:00:06:0e:03,0000000000060e03
6_14_2,10.6.14.2,3,00:00:00:06:0e:02,0000000000060e02
6_14_5,10.6.14.5,3,00:00:00:06:0e:05,0000000000060e05
6_14_4,10.6.14.4,3,00:00:00:06:0e:04,0000000000060e04
6_14_7,10.6.14.7,3,00:00:00:06:0e:07,0000000000060e07
6_14_6,10.6.14.6,3,00:00:00:06:0e:06,0000000000060e06
6_14_9,10.6.14.9,3,00:00:00:06:0e:09,0000000000060e09
6_14_8,10.6.14.8,3,00:00:00:06:0e:08,0000000000060e08
5_3_17,10.5.3.17,3,00:00:00:05:03:11,0000000000050311
5_3_16,10.5.3.16,3,00:00:00:05:03:10,0000000000050310
5_3_15,10.5.3.15,3,00:00:00:05:03:0f,000000000005030f
5_3_14,10.5.3.14,3,00:00:00:05:03:0e,000000000005030e
5_3_13,10.5.3.13,3,00:00:00:05:03:0d,000000000005030d
5_3_12,10.5.3.12,3,00:00:00:05:03:0c,000000000005030c
5_3_11,10.5.3.11,3,00:00:00:05:03:0b,000000000005030b
5_3_10,10.5.3.10,3,00:00:00:05:03:0a,000000000005030a
5_3_7,10.5.3.7,3,00:00:00:05:03:07,0000000000050307
5_3_6,10.5.3.6,3,00:00:00:05:03:06,0000000000050306
5_3_5,10.5.3.5,3,00:00:00:05:03:05,0000000000050305
5_3_4,10.5.3.4,3,00:00:00:05:03:04,0000000000050304
5_3_3,10.5.3.3,3,00:00:00:05:03:03,0000000000050303
5_3_2,10.5.3.2,3,00:00:00:05:03:02,0000000000050302
26_3_16,10.26.3.16,3,00:00:00:1a:03:10,00000000001a0310
5_3_9,10.5.3.9,3,00:00:00:05:03:09,0000000000050309
5_3_8,10.5.3.8,3,00:00:00:05:03:08,0000000000050308
16_15_12,10.16.15.12,3,00:00:00:10:0f:0c,0000000000100f0c
3_3_8,10.3.3.8,3,00:00:00:03:03:08,0000000000030308
6_13_10,10.6.13.10,3,00:00:00:06:0d:0a,0000000000060d0a
6_13_11,10.6.13.11,3,00:00:00:06:0d:0b,0000000000060d0b
6_13_12,10.6.13.12,3,00:00:00:06:0d:0c,0000000000060d0c
6_13_13,10.6.13.13,3,00:00:00:06:0d:0d,0000000000060d0d
6_13_14,10.6.13.14,3,00:00:00:06:0d:0e,0000000000060d0e
6_13_15,10.6.13.15,3,00:00:00:06:0d:0f,0000000000060d0f
6_13_16,10.6.13.16,3,00:00:00:06:0d:10,0000000000060d10
6_13_17,10.6.13.17,3,00:00:00:06:0d:11,0000000000060d11
5_1_11,10.5.1.11,3,00:00:00:05:01:0b,000000000005010b
5_1_10,10.5.1.10,3,00:00:00:05:01:0a,000000000005010a
5_1_13,10.5.1.13,3,00:00:00:05:01:0d,000000000005010d
5_1_12,10.5.1.12,3,00:00:00:05:01:0c,000000000005010c
5_1_15,10.5.1.15,3,00:00:00:05:01:0f,000000000005010f
5_1_14,10.5.1.14,3,00:00:00:05:01:0e,000000000005010e
5_1_17,10.5.1.17,3,00:00:00:05:01:11,0000000000050111
5_1_16,10.5.1.16,3,00:00:00:05:01:10,0000000000050110
21_1_12,10.21.1.12,3,00:00:00:15:01:0c,000000000015010c
21_1_13,10.21.1.13,3,00:00:00:15:01:0d,000000000015010d
21_1_10,10.21.1.10,3,00:00:00:15:01:0a,000000000015010a
21_1_11,10.21.1.11,3,00:00:00:15:01:0b,000000000015010b
21_1_16,10.21.1.16,3,00:00:00:15:01:10,0000000000150110
21_1_17,10.21.1.17,3,00:00:00:15:01:11,0000000000150111
21_1_14,10.21.1.14,3,00:00:00:15:01:0e,000000000015010e
21_1_15,10.21.1.15,3,00:00:00:15:01:0f,000000000015010f
26_12_10,10.26.12.10,3,00:00:00:1a:0c:0a,00000000001a0c0a
26_12_11,10.26.12.11,3,00:00:00:1a:0c:0b,00000000001a0c0b
26_12_16,10.26.12.16,3,00:00:00:1a:0c:10,00000000001a0c10
26_12_17,10.26.12.17,3,00:00:00:1a:0c:11,00000000001a0c11
26_12_14,10.26.12.14,3,00:00:00:1a:0c:0e,00000000001a0c0e
26_12_15,10.26.12.15,3,00:00:00:1a:0c:0f,00000000001a0c0f
30_9_6,10.30.9.6,3,00:00:00:1e:09:06,00000000001e0906
30_9_7,10.30.9.7,3,00:00:00:1e:09:07,00000000001e0907
30_9_4,10.30.9.4,3,00:00:00:1e:09:04,00000000001e0904
30_9_5,10.30.9.5,3,00:00:00:1e:09:05,00000000001e0905
30_9_2,10.30.9.2,3,00:00:00:1e:09:02,00000000001e0902
30_9_3,10.30.9.3,3,00:00:00:1e:09:03,00000000001e0903
29_10_7,10.29.10.7,3,00:00:00:1d:0a:07,00000000001d0a07
29_10_6,10.29.10.6,3,00:00:00:1d:0a:06,00000000001d0a06
29_10_5,10.29.10.5,3,00:00:00:1d:0a:05,00000000001d0a05
29_10_4,10.29.10.4,3,00:00:00:1d:0a:04,00000000001d0a04
29_10_3,10.29.10.3,3,00:00:00:1d:0a:03,00000000001d0a03
29_10_2,10.29.10.2,3,00:00:00:1d:0a:02,00000000001d0a02
29_10_9,10.29.10.9,3,00:00:00:1d:0a:09,00000000001d0a09
29_10_8,10.29.10.8,3,00:00:00:1d:0a:08,00000000001d0a08
11_2_2,10.11.2.2,3,00:00:00:0b:02:02,00000000000b0202
11_2_3,10.11.2.3,3,00:00:00:0b:02:03,00000000000b0203
21_3_14,10.21.3.14,3,00:00:00:15:03:0e,000000000015030e
21_3_15,10.21.3.15,3,00:00:00:15:03:0f,000000000015030f
21_3_16,10.21.3.16,3,00:00:00:15:03:10,0000000000150310
21_3_17,10.21.3.17,3,00:00:00:15:03:11,0000000000150311
21_3_10,10.21.3.10,3,00:00:00:15:03:0a,000000000015030a
21_3_11,10.21.3.11,3,00:00:00:15:03:0b,000000000015030b
21_3_12,10.21.3.12,3,00:00:00:15:03:0c,000000000015030c
21_3_13,10.21.3.13,3,00:00:00:15:03:0d,000000000015030d
29_1_8,10.29.1.8,3,00:00:00:1d:01:08,00000000001d0108
29_1_9,10.29.1.9,3,00:00:00:1d:01:09,00000000001d0109
11_2_6,10.11.2.6,3,00:00:00:0b:02:06,00000000000b0206
11_2_7,10.11.2.7,3,00:00:00:0b:02:07,00000000000b0207
3_4_14,10.3.4.14,3,00:00:00:03:04:0e,000000000003040e
3_4_15,10.3.4.15,3,00:00:00:03:04:0f,000000000003040f
3_4_16,10.3.4.16,3,00:00:00:03:04:10,0000000000030410
3_4_17,10.3.4.17,3,00:00:00:03:04:11,0000000000030411
3_4_10,10.3.4.10,3,00:00:00:03:04:0a,000000000003040a
3_4_11,10.3.4.11,3,00:00:00:03:04:0b,000000000003040b
3_4_12,10.3.4.12,3,00:00:00:03:04:0c,000000000003040c
3_4_13,10.3.4.13,3,00:00:00:03:04:0d,000000000003040d
11_2_5,10.11.2.5,3,00:00:00:0b:02:05,00000000000b0205
16_11_16,10.16.11.16,3,00:00:00:10:0b:10,0000000000100b10
16_11_17,10.16.11.17,3,00:00:00:10:0b:11,0000000000100b11
16_11_14,10.16.11.14,3,00:00:00:10:0b:0e,0000000000100b0e
16_11_15,10.16.11.15,3,00:00:00:10:0b:0f,0000000000100b0f
16_11_12,10.16.11.12,3,00:00:00:10:0b:0c,0000000000100b0c
16_11_13,10.16.11.13,3,00:00:00:10:0b:0d,0000000000100b0d
16_11_10,10.16.11.10,3,00:00:00:10:0b:0a,0000000000100b0a
16_11_11,10.16.11.11,3,00:00:00:10:0b:0b,0000000000100b0b
19_2_2,10.19.2.2,3,00:00:00:13:02:02,0000000000130202
19_2_3,10.19.2.3,3,00:00:00:13:02:03,0000000000130203
19_2_6,10.19.2.6,3,00:00:00:13:02:06,0000000000130206
19_2_7,10.19.2.7,3,00:00:00:13:02:07,0000000000130207
19_2_4,10.19.2.4,3,00:00:00:13:02:04,0000000000130204
19_2_5,10.19.2.5,3,00:00:00:13:02:05,0000000000130205
19_2_8,10.19.2.8,3,00:00:00:13:02:08,0000000000130208
19_2_9,10.19.2.9,3,00:00:00:13:02:09,0000000000130209
29_1_2,10.29.1.2,3,00:00:00:1d:01:02,00000000001d0102
29_1_3,10.29.1.3,3,00:00:00:1d:01:03,00000000001d0103
3_6_16,10.3.6.16,3,00:00:00:03:06:10,0000000000030610
3_6_17,10.3.6.17,3,00:00:00:03:06:11,0000000000030611
3_6_14,10.3.6.14,3,00:00:00:03:06:0e,000000000003060e
3_6_15,10.3.6.15,3,00:00:00:03:06:0f,000000000003060f
3_6_12,10.3.6.12,3,00:00:00:03:06:0c,000000000003060c
3_6_13,10.3.6.13,3,00:00:00:03:06:0d,000000000003060d
3_6_10,10.3.6.10,3,00:00:00:03:06:0a,000000000003060a
3_6_11,10.3.6.11,3,00:00:00:03:06:0b,000000000003060b
7_14_8,10.7.14.8,3,00:00:00:07:0e:08,0000000000070e08
7_14_9,10.7.14.9,3,00:00:00:07:0e:09,0000000000070e09
7_14_2,10.7.14.2,3,00:00:00:07:0e:02,0000000000070e02
7_14_3,10.7.14.3,3,00:00:00:07:0e:03,0000000000070e03
7_14_6,10.7.14.6,3,00:00:00:07:0e:06,0000000000070e06
7_14_7,10.7.14.7,3,00:00:00:07:0e:07,0000000000070e07
7_14_4,10.7.14.4,3,00:00:00:07:0e:04,0000000000070e04
7_14_5,10.7.14.5,3,00:00:00:07:0e:05,0000000000070e05
3_11_3,10.3.11.3,3,00:00:00:03:0b:03,0000000000030b03
3_11_2,10.3.11.2,3,00:00:00:03:0b:02,0000000000030b02
22_15_11,10.22.15.11,3,00:00:00:16:0f:0b,0000000000160f0b
22_15_10,10.22.15.10,3,00:00:00:16:0f:0a,0000000000160f0a
3_11_7,10.3.11.7,3,00:00:00:03:0b:07,0000000000030b07
3_11_6,10.3.11.6,3,00:00:00:03:0b:06,0000000000030b06
3_11_5,10.3.11.5,3,00:00:00:03:0b:05,0000000000030b05
3_11_4,10.3.11.4,3,00:00:00:03:0b:04,0000000000030b04
18_8_11,10.18.8.11,3,00:00:00:12:08:0b,000000000012080b
18_8_10,10.18.8.10,3,00:00:00:12:08:0a,000000000012080a
3_11_9,10.3.11.9,3,00:00:00:03:0b:09,0000000000030b09
3_11_8,10.3.11.8,3,00:00:00:03:0b:08,0000000000030b08
18_8_15,10.18.8.15,3,00:00:00:12:08:0f,000000000012080f
18_8_14,10.18.8.14,3,00:00:00:12:08:0e,000000000012080e
18_8_17,10.18.8.17,3,00:00:00:12:08:11,0000000000120811
18_8_16,10.18.8.16,3,00:00:00:12:08:10,0000000000120810
14_8_3,10.14.8.3,3,00:00:00:0e:08:03,00000000000e0803
14_8_2,10.14.8.2,3,00:00:00:0e:08:02,00000000000e0802
14_8_5,10.14.8.5,3,00:00:00:0e:08:05,00000000000e0805
14_8_4,10.14.8.4,3,00:00:00:0e:08:04,00000000000e0804
14_8_7,10.14.8.7,3,00:00:00:0e:08:07,00000000000e0807
14_8_6,10.14.8.6,3,00:00:00:0e:08:06,00000000000e0806
14_8_9,10.14.8.9,3,00:00:00:0e:08:09,00000000000e0809
14_8_8,10.14.8.8,3,00:00:00:0e:08:08,00000000000e0808
22_13_13,10.22.13.13,3,00:00:00:16:0d:0d,0000000000160d0d
22_13_12,10.22.13.12,3,00:00:00:16:0d:0c,0000000000160d0c
22_13_15,10.22.13.15,3,00:00:00:16:0d:0f,0000000000160d0f
22_13_14,10.22.13.14,3,00:00:00:16:0d:0e,0000000000160d0e
22_13_17,10.22.13.17,3,00:00:00:16:0d:11,0000000000160d11
22_13_16,10.22.13.16,3,00:00:00:16:0d:10,0000000000160d10
30_4_13,10.30.4.13,3,00:00:00:1e:04:0d,00000000001e040d
30_4_12,10.30.4.12,3,00:00:00:1e:04:0c,00000000001e040c
30_4_11,10.30.4.11,3,00:00:00:1e:04:0b,00000000001e040b
22_1_3,10.22.1.3,3,00:00:00:16:01:03,0000000000160103
30_4_10,10.30.4.10,3,00:00:00:1e:04:0a,00000000001e040a
22_1_2,10.22.1.2,3,00:00:00:16:01:02,0000000000160102
30_4_17,10.30.4.17,3,00:00:00:1e:04:11,00000000001e0411
30_4_16,10.30.4.16,3,00:00:00:1e:04:10,00000000001e0410
5_8_2,10.5.8.2,3,00:00:00:05:08:02,0000000000050802
5_8_3,10.5.8.3,3,00:00:00:05:08:03,0000000000050803
5_8_4,10.5.8.4,3,00:00:00:05:08:04,0000000000050804
5_8_5,10.5.8.5,3,00:00:00:05:08:05,0000000000050805
5_8_6,10.5.8.6,3,00:00:00:05:08:06,0000000000050806
5_8_7,10.5.8.7,3,00:00:00:05:08:07,0000000000050807
5_8_8,10.5.8.8,3,00:00:00:05:08:08,0000000000050808
5_8_9,10.5.8.9,3,00:00:00:05:08:09,0000000000050809
22_1_6,10.22.1.6,3,00:00:00:16:01:06,0000000000160106
13_2_2,10.13.2.2,3,00:00:00:0d:02:02,00000000000d0202
13_2_3,10.13.2.3,3,00:00:00:0d:02:03,00000000000d0203
13_2_4,10.13.2.4,3,00:00:00:0d:02:04,00000000000d0204
13_2_5,10.13.2.5,3,00:00:00:0d:02:05,00000000000d0205
13_2_6,10.13.2.6,3,00:00:00:0d:02:06,00000000000d0206
13_2_7,10.13.2.7,3,00:00:00:0d:02:07,00000000000d0207
13_2_8,10.13.2.8,3,00:00:00:0d:02:08,00000000000d0208
13_2_9,10.13.2.9,3,00:00:00:0d:02:09,00000000000d0209
22_1_4,10.22.1.4,3,00:00:00:16:01:04,0000000000160104
21_7_8,10.21.7.8,3,00:00:00:15:07:08,0000000000150708
21_7_9,10.21.7.9,3,00:00:00:15:07:09,0000000000150709
3_0_10,10.3.0.10,3,00:00:00:03:00:0a,000000000003000a
3_0_11,10.3.0.11,3,00:00:00:03:00:0b,000000000003000b
3_0_12,10.3.0.12,3,00:00:00:03:00:0c,000000000003000c
3_0_13,10.3.0.13,3,00:00:00:03:00:0d,000000000003000d
3_0_14,10.3.0.14,3,00:00:00:03:00:0e,000000000003000e
3_0_15,10.3.0.15,3,00:00:00:03:00:0f,000000000003000f
3_0_16,10.3.0.16,3,00:00:00:03:00:10,0000000000030010
3_0_17,10.3.0.17,3,00:00:00:03:00:11,0000000000030011
24_13_13,10.24.13.13,3,00:00:00:18:0d:0d,0000000000180d0d
24_13_12,10.24.13.12,3,00:00:00:18:0d:0c,0000000000180d0c
24_13_11,10.24.13.11,3,00:00:00:18:0d:0b,0000000000180d0b
2_8_7,10.2.8.7,3,00:00:00:02:08:07,0000000000020807
2_8_6,10.2.8.6,3,00:00:00:02:08:06,0000000000020806
2_8_5,10.2.8.5,3,00:00:00:02:08:05,0000000000020805
2_8_4,10.2.8.4,3,00:00:00:02:08:04,0000000000020804
3_2_16,10.3.2.16,3,00:00:00:03:02:10,0000000000030210
3_2_17,10.3.2.17,3,00:00:00:03:02:11,0000000000030211
3_2_14,10.3.2.14,3,00:00:00:03:02:0e,000000000003020e
3_2_15,10.3.2.15,3,00:00:00:03:02:0f,000000000003020f
24_13_17,10.24.13.17,3,00:00:00:18:0d:11,0000000000180d11
2_8_9,10.2.8.9,3,00:00:00:02:08:09,0000000000020809
2_8_8,10.2.8.8,3,00:00:00:02:08:08,0000000000020808
24_13_15,10.24.13.15,3,00:00:00:18:0d:0f,0000000000180d0f
24_13_14,10.24.13.14,3,00:00:00:18:0d:0e,0000000000180d0e
23_10_5,10.23.10.5,3,00:00:00:17:0a:05,0000000000170a05
23_10_4,10.23.10.4,3,00:00:00:17:0a:04,0000000000170a04
23_10_7,10.23.10.7,3,00:00:00:17:0a:07,0000000000170a07
23_10_6,10.23.10.6,3,00:00:00:17:0a:06,0000000000170a06
23_10_3,10.23.10.3,3,00:00:00:17:0a:03,0000000000170a03
22_5_17,10.22.5.17,3,00:00:00:16:05:11,0000000000160511
