id,layer,dpid
18_6_1,2,0000000000120601
2_0_1,2,0000000000020001
24_3_1,2,0000000000180301
19_2_1,2,0000000000130201
29_5_1,2,00000000001d0501
17_11_1,2,0000000000110b01
2_6_1,2,0000000000020601
19_9_1,2,0000000000130901
13_8_1,2,00000000000d0801
22_9_1,2,0000000000160901
17_1_1,2,0000000000110101
31_11_1,2,00000000001f0b01
31_13_1,2,00000000001f0d01
30_0_1,2,00000000001e0001
5_0_1,2,0000000000050001
7_14_1,2,0000000000070e01
29_9_1,2,00000000001d0901
1_2_1,2,0000000000010201
5_2_1,2,0000000000050201
3_11_1,2,0000000000030b01
30_2_1,2,00000000001e0201
13_4_1,2,00000000000d0401
5_4_1,2,0000000000050401
22_6_1,2,0000000000160601
29_15_1,2,00000000001d0f01
4_12_1,2,0000000000040c01
11_8_1,2,00000000000b0801
1_10_1,2,0000000000010a01
17_13_1,2,0000000000110d01
23_11_1,2,0000000000170b01
14_8_1,2,00000000000e0801
24_5_1,2,0000000000180501
20_6_1,2,0000000000140601
4_14_1,2,0000000000040e01
17_15_1,2,0000000000110f01
19_5_1,2,0000000000130501
14_6_1,2,00000000000e0601
20_4_1,2,0000000000140401
31_15_1,2,00000000001f0f01
30_4_1,2,00000000001e0401
1_15_1,2,0000000000010f01
20_2_1,2,0000000000140201
9_4_1,2,0000000000090401
5_6_1,2,0000000000050601
6_2_1,2,0000000000060201
7_13_1,2,0000000000070d01
5_13_1,2,0000000000050d01
13_6_1,2,00000000000d0601
20_8_1,2,0000000000140801
9_6_1,2,0000000000090601
2_2_1,2,0000000000020201
12_11_1,2,00000000000c0b01
5_11_1,2,0000000000050b01
13_0_1,2,00000000000d0001
13_2_1,2,00000000000d0201
31_9_1,2,00000000001f0901
21_9_1,2,0000000000150901
6_0_1,2,0000000000060001
22_2_1,2,0000000000160201
5_15_1,2,0000000000050f01
4_10_1,2,0000000000040a01
23_7_1,2,0000000000170701
26_14_1,2,00000000001a0e01
21_7_1,2,0000000000150701
22_4_1,2,0000000000160401
11_1_1,2,00000000000b0101
14_2_1,2,00000000000e0201
16_15_1,2,0000000000100f01
1_6_1,2,0000000000010601
11_7_1,2,00000000000b0701
20_0_1,2,0000000000140001
1_0_1,2,0000000000010001
6_6_1,2,0000000000060601
12_15_1,2,00000000000c0f01
7_11_1,2,0000000000070b01
1_11_1,2,0000000000010b01
9_8_1,2,0000000000090801
2_14_1,2,0000000000020e01
6_4_1,2,0000000000060401
12_13_1,2,00000000000c0d01
11_5_1,2,00000000000b0501
6_11_1,2,0000000000060b01
9_3_1,2,0000000000090301
2_5_1,2,0000000000020501
21_5_1,2,0000000000150501
29_2_1,2,00000000001d0201
29_0_1,2,00000000001d0001
17_3_1,2,0000000000110301
21_3_1,2,0000000000150301
21_1_1,2,0000000000150101
6_8_1,2,0000000000060801
29_11_1,2,00000000001d0b01
29_13_1,2,00000000001d0d01
11_3_1,2,00000000000b0301
1_4_1,2,0000000000010401
19_13_1,2,0000000000130d01
17_9_1,2,0000000000110901
3_10_1,2,0000000000030a01
27_12_1,2,00000000001b0c01
27_10_1,2,00000000001b0a01
3_12_1,2,0000000000030c01
28_9_1,2,00000000001c0901
2_7_1,2,0000000000020701
19_11_1,2,0000000000130b01
29_6_1,2,00000000001d0601
1_9_1,2,0000000000010901
9_7_1,2,0000000000090701
3_14_1,2,0000000000030e01
23_13_1,2,0000000000170d01
9_1_1,2,0000000000090101
17_6_1,2,0000000000110601
13_9_1,2,00000000000d0901
15_6_1,2,00000000000f0601
3_9_1,2,0000000000030901
13_5_1,2,00000000000d0501
2_12_1,2,0000000000020c01
29_8_1,2,00000000001d0801
30_7_1,2,00000000001e0701
19_15_1,2,0000000000130f01
15_2_1,2,00000000000f0201
1_3_1,2,0000000000010301
8_15_1,2,0000000000080f01
27_14_1,2,00000000001b0e01
30_10_1,2,00000000001e0a01
4_11_1,2,0000000000040b01
11_9_1,2,00000000000b0901
16_11_1,2,0000000000100b01
2_10_1,2,0000000000020a01
4_13_1,2,0000000000040d01
26_8_1,2,00000000001a0801
14_9_1,2,00000000000e0901
17_2_1,2,0000000000110201
4_15_1,2,0000000000040f01
23_14_1,2,0000000000170e01
14_7_1,2,00000000000e0701
17_4_1,2,0000000000110401
13_1_1,2,00000000000d0101
6_3_1,2,0000000000060301
12_12_1,2,00000000000c0c01
12_10_1,2,00000000000c0a01
6_1_1,2,0000000000060101
30_14_1,2,00000000001e0e01
9_5_1,2,0000000000090501
15_0_1,2,00000000000f0001
8_11_1,2,0000000000080b01
8_13_1,2,0000000000080d01
21_6_1,2,0000000000150601
30_12_1,2,00000000001e0c01
13_3_1,2,00000000000d0301
22_14_1,2,0000000000160e01
21_4_1,2,0000000000150401
28_5_1,2,00000000001c0501
16_13_1,2,0000000000100d01
11_2_1,2,00000000000b0201
1_14_1,2,0000000000010e01
11_0_1,2,00000000000b0001
1_12_1,2,0000000000010c01
14_1_1,2,00000000000e0101
10_11_1,2,00000000000a0b01
9_9_1,2,0000000000090901
6_7_1,2,0000000000060701
11_6_1,2,00000000000b0601
11_4_1,2,00000000000b0401
10_13_1,2,00000000000a0d01
12_14_1,2,00000000000c0e01
6_5_1,2,0000000000060501
23_10_1,2,0000000000170a01
21_2_1,2,0000000000150201
12_1_1,2,00000000000c0101
9_2_1,2,0000000000090201
4_8_1,2,0000000000040801
17_0_1,2,0000000000110001
21_0_1,2,0000000000150001
12_3_1,2,00000000000c0301
6_9_1,2,0000000000060901
22_7_1,2,0000000000160701
16_14_1,2,0000000000100e01
17_8_1,2,0000000000110801
10_1_1,2,00000000000a0101
10_15_1,2,00000000000a0f01
4_4_1,2,0000000000040401
2_15_1,2,0000000000020f01
27_0_1,2,00000000001b0001
27_2_1,2,00000000001b0201
4_6_1,2,0000000000040601
10_7_1,2,00000000000a0701
27_11_1,2,00000000001b0b01
2_13_1,2,0000000000020d01
2_11_1,2,0000000000020b01
12_5_1,2,00000000000c0501
9_0_1,2,0000000000090001
29_4_1,2,00000000001d0401
23_12_1,2,0000000000170c01
12_7_1,2,00000000000c0701
17_7_1,2,0000000000110701
25_0_1,2,0000000000190001
30_6_1,2,00000000001e0601
3_8_1,2,0000000000030801
15_7_1,2,00000000000f0701
25_6_1,2,0000000000190601
12_9_1,2,00000000000c0901
21_12_1,2,0000000000150c01
8_14_1,2,0000000000080e01
27_15_1,2,00000000001b0f01
4_0_1,2,0000000000040001
27_4_1,2,00000000001b0401
15_5_1,2,00000000000f0501
10_3_1,2,00000000000a0301
27_13_1,2,00000000001b0d01
25_10_1,2,0000000000190a01
27_6_1,2,00000000001b0601
4_2_1,2,0000000000040201
10_8_1,2,00000000000a0801
27_8_1,2,00000000001b0801
3_2_1,2,0000000000030201
31_1_1,2,00000000001f0101
31_3_1,2,00000000001f0301
0_8_1,2,0000000000000801
14_11_1,2,00000000000e0b01
15_9_1,2,00000000000f0901
3_0_1,2,0000000000030001
23_15_1,2,0000000000170f01
17_5_1,2,0000000000110501
3_6_1,2,0000000000030601
19_14_1,2,0000000000130e01
3_4_1,2,0000000000030401
14_13_1,2,00000000000e0d01
25_2_1,2,0000000000190201
15_1_1,2,00000000000f0101
16_8_1,2,0000000000100801
8_10_1,2,0000000000080a01
7_3_1,2,0000000000070301
25_12_1,2,0000000000190c01
16_10_1,2,0000000000100a01
25_9_1,2,0000000000190901
25_14_1,2,0000000000190e01
10_4_1,2,00000000000a0401
8_12_1,2,0000000000080c01
31_5_1,2,00000000001f0501
26_15_1,2,00000000001a0f01
30_13_1,2,00000000001e0d01
30_11_1,2,00000000001e0b01
14_15_1,2,00000000000e0f01
31_7_1,2,00000000001f0701
8_6_1,2,0000000000080601
0_7_1,2,0000000000000701
10_12_1,2,00000000000a0c01
16_0_1,2,0000000000100001
8_0_1,2,0000000000080001
0_1_1,2,0000000000000101
23_9_1,2,0000000000170901
16_2_1,2,0000000000100201
15_4_1,2,00000000000f0401
16_4_1,2,0000000000100401
16_6_1,2,0000000000100601
25_5_1,2,0000000000190501
10_10_1,2,00000000000a0a01
0_3_1,2,0000000000000301
23_1_1,2,0000000000170101
2_3_1,2,0000000000020301
21_14_1,2,0000000000150e01
20_10_1,2,0000000000140a01
12_0_1,2,00000000000c0001
12_2_1,2,00000000000c0201
23_3_1,2,0000000000170301
4_9_1,2,0000000000040901
24_8_1,2,0000000000180801
18_11_1,2,0000000000120b01
23_5_1,2,0000000000170501
21_10_1,2,0000000000150a01
8_4_1,2,0000000000080401
0_5_1,2,0000000000000501
26_0_1,2,00000000001a0001
10_6_1,2,00000000000a0601
13_7_1,2,00000000000d0701
15_11_1,2,00000000000f0b01
27_1_1,2,00000000001b0101
10_0_1,2,00000000000a0001
24_13_1,2,0000000000180d01
24_11_1,2,0000000000180b01
8_9_1,2,0000000000080901
21_13_1,2,0000000000150d01
5_8_1,2,0000000000050801
4_7_1,2,0000000000040701
10_14_1,2,00000000000a0e01
27_3_1,2,00000000001b0301
12_4_1,2,00000000000c0401
18_13_1,2,0000000000120d01
14_5_1,2,00000000000e0501
20_12_1,2,0000000000140c01
12_6_1,2,00000000000c0601
18_15_1,2,0000000000120f01
25_1_1,2,0000000000190101
12_8_1,2,00000000000c0801
3_5_1,2,0000000000030501
4_1_1,2,0000000000040101
25_7_1,2,0000000000190701
11_10_1,2,00000000000b0a01
8_3_1,2,0000000000080301
4_3_1,2,0000000000040301
15_13_1,2,00000000000f0d01
4_5_1,2,0000000000040501
14_4_1,2,00000000000e0401
10_2_1,2,00000000000a0201
24_15_1,2,0000000000180f01
3_3_1,2,0000000000030301
21_8_1,2,0000000000150801
31_0_1,2,00000000001f0001
14_14_1,2,00000000000e0e01
3_1_1,2,0000000000030101
0_9_1,2,0000000000000901
27_9_1,2,00000000001b0901
3_7_1,2,0000000000030701
11_14_1,2,00000000000b0e01
15_8_1,2,00000000000f0801
31_2_1,2,00000000001f0201
14_10_1,2,00000000000e0a01
14_12_1,2,00000000000e0c01
28_1_1,2,00000000001c0101
25_3_1,2,0000000000190301
11_12_1,2,00000000000b0c01
20_15_1,2,0000000000140f01
25_8_1,2,0000000000190801
25_15_1,2,0000000000190f01
16_7_1,2,0000000000100701
16_9_1,2,0000000000100901
26_10_1,2,00000000001a0a01
15_14_1,2,00000000000f0e01
31_4_1,2,00000000001f0401
28_8_1,2,00000000001c0801
31_6_1,2,00000000001f0601
10_5_1,2,00000000000a0501
28_6_1,2,00000000001c0601
23_8_1,2,0000000000170801
16_1_1,2,0000000000100101
28_10_1,2,00000000001c0a01
7_4_1,2,0000000000070401
0_4_1,2,0000000000000401
0_13_1,2,0000000000000d01
26_9_1,2,00000000001a0901
8_7_1,2,0000000000080701
7_2_1,2,0000000000070201
13_11_1,2,00000000000d0b01
8_1_1,2,0000000000080101
0_6_1,2,0000000000000601
31_8_1,2,00000000001f0801
25_4_1,2,0000000000190401
26_5_1,2,00000000001a0501
16_5_1,2,0000000000100501
0_0_1,2,0000000000000001
0_2_1,2,0000000000000201
26_7_1,2,00000000001a0701
15_3_1,2,00000000000f0301
28_14_1,2,00000000001c0e01
7_0_1,2,0000000000070001
18_2_1,2,0000000000120201
0_15_1,2,0000000000000f01
20_11_1,2,0000000000140b01
8_8_1,2,0000000000080801
23_0_1,2,0000000000170001
24_9_1,2,0000000000180901
28_4_1,2,00000000001c0401
18_0_1,2,0000000000120001
21_11_1,2,0000000000150b01
23_2_1,2,0000000000170201
28_2_1,2,00000000001c0201
28_0_1,2,00000000001c0001
7_8_1,2,0000000000070801
0_11_1,2,0000000000000b01
23_4_1,2,0000000000170401
23_6_1,2,0000000000170601
7_6_1,2,0000000000070601
13_15_1,2,00000000000d0f01
28_12_1,2,00000000001c0c01
8_5_1,2,0000000000080501
26_1_1,2,00000000001a0101
15_10_1,2,00000000000f0a01
18_10_1,2,0000000000120a01
25_11_1,2,0000000000190b01
24_10_1,2,0000000000180a01
18_8_1,2,0000000000120801
18_12_1,2,0000000000120c01
26_3_1,2,00000000001a0301
9_15_1,2,0000000000090f01
20_13_1,2,0000000000140d01
21_15_1,2,0000000000150f01
18_14_1,2,0000000000120e01
26_13_1,2,00000000001a0d01
9_13_1,2,0000000000090d01
